id,name_display,brand_display,image_url,buy_url,price_num,rating_num,sold_num,gender,year,bag_text
54,Parfum Fragrance World Canale Di Blue Parfum Intense for Men EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/44a02e048afe43039749b6cdc3cfd7f9~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-canale-di-blue-parfum-intense-for-men-edp-100-ml-1729674565950540777,225000,4.9,250.0,Pria,,fragrance_world fragrance_world fragrance_world woody woody aromatic aromatic citrus citrus lemon_zest bergamot mint artemisia lavender geranium pineapple green_notes sandalwood cedar amberwood iso_e_super tonka_bean
55,Parfum Fragrance World Jacques Yves L Infinite for Men EDP 100 ml Product,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/ac5dd721ec7e40c584015300dcf67a7f~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/fragrance-world-jacques-yves-l-infinite-for-men-edp-100-ml-product,225000,4.9,250.0,Pria,,fragrance_world fragrance_world fragrance_world aromatic aromatic citrus citrus fresh_spicy fresh_spicy grapefruit ginger bergamot water_notes sage rosemary geranium ambroxan amber labdanum
56,Parfum Rochas Moustache for Men EDP 125 ml,Rochas,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/bcf0a72d6dc94f7c88660a90013141b3~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/rochas-moustache-for-men-edp-125-ml-product,795000,5.0,250.0,Pria,2018.0,rochas rochas rochas warm_spicy warm_spicy woody woody vanilla vanilla mandarin_orange pink_pepper rose atlas_cedar benzoin vanilla patchouli
57,Parfum Emper Chifon Rose Couture for Women EDP 100 ml Product,Emper,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/f9f9d319ab4a43e1b64cf78c5466bac9~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-emper-chifon-rose-couture-for-women-edp-100-ml-product-1729628658023697385,281250,5.0,100.0,Wanita,,emper emper emper rose rose sweet sweet floral floral floral_notes rose sweet_notes musk
58,Parfum CK One for Women and Men EDT 200 ml Product Non Segel,Calvin Klein,https://images.tokopedia.net/img/cache/200-square/o3syd0/1997/1/1/d1278cd5499d412a8a1f9f64a7ede5a4~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-ck-one-for-women-and-men-edt-200-ml-product-non-segel-1731424227441739753,595000,4.9,250.0,Unisex,1994.0,calvin_klein calvin_klein calvin_klein citrus citrus green green fresh fresh lemon green_notes bergamot pineapple mandarin cardamom jasmine violet rose nutmeg orris_root musk cedar sandalwood oakmoss amber
59,Parfum Tad Angel by Afnan Tbc Dose for Unisex EDP 100 ml,Tad Angel,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/8a87a14df3f04c0cad389d97da2b391d~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-tad-angel-by-afnan-tbc-dose-for-unisex-edp-100-ml-1729857724448017385,165000,5.0,250.0,Unisex,,tad_angel tad_angel tad_angel warm_spicy warm_spicy tobacco tobacco sweet sweet white_pear cinnamon nutmeg saffron tobacco jasmine patchouli vetiver vanilla amber musk tobacco
60,Parfum La Rive Destinee for Women EDP 90 ml,La Rive,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/7505e9aabb704a0c809b61b935441fd5~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-la-rive-destinee-for-women-edp-90-ml-1729634009885150185,165000,4.9,50.0,Wanita,,la_rive la_rive la_rive white_floral white_floral citrus citrus aromatic aromatic mandarin black_currant petitgrain lavender jasmine orange_blossom vanilla musk cedar ambergris
61,Parfum La Rive Aqua Man for Men EDT 90 ml,La Rive,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4e597fd3e65845c1a5ce764bf912461f~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-la-rive-aqua-man-for-men-edt-90-ml-1729634010111314921,165000,5.0,250.0,Pria,2014.0,la_rive la_rive la_rive aquatic aquatic citrus citrus fresh fresh bergamot water_notes jasmine cedar
62,Parfum Zimaya by Afnan Rabab Gems for Unisex EDP 100 ml,Zimaya,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/01886aa6f1154b2384ffc30b974688c2~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/zimaya-by-afnan-rabab-gems-for-unisex-edp-100-ml,245000,4.9,250.0,Unisex,,zimaya zimaya zimaya fruity fruity sweet sweet amber amber orange pear bergamot jasmine rose tuberose amber musk vanilla
63,Parfum Zimaya by Afnan Amber is Great for Unisex Extrait De Parfum 100 ml,Zimaya,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/d14e1c1f3ee9478eb727cdc327fe600d~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-zimaya-by-afnan-amber-is-great-for-unisex-extrait-de-parfum-100-ml-1729632999349324777,245000,4.9,250.0,Unisex,,zimaya zimaya zimaya sweet sweet fruity fruity amber amber sweet_orange bergamot lemon saffron amber woody_notes jasmine rose vanilla musk oakmoss sandalwood
64,Parfum Fragrance World Aqua de Classic Profumo for Men EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/807d5ae46e204c88bae192b8041ebca6~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-aqua-de-classic-profumo-for-men-edp-100-ml-1729628678193318889,225000,4.9,250.0,Pria,,fragrance_world fragrance_world fragrance_world aromatic aromatic aquatic aquatic smoky smoky sea_notes bergamot rosemary sage geranium incense patchouli
65,Parfum Fragrance World Icy Roses for Unisex EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/dbd1642085804819bb5586dd161f31fc~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-icy-roses-for-unisex-edp-100-ml-1729669479252659177,235000,5.0,250.0,Unisex,,fragrance_world fragrance_world fragrance_world ozonic ozonic rose rose aquatic aquatic cucumber juniper_berries lime rose musk sandalwood
66,Parfum Fragrance World Renheit Parfum for Men EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4253a4f091c546c0b704f46f020d2bc3~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-renheit-parfum-for-men-edp-100-ml-1729857747263720425,235000,4.9,250.0,Pria,,fragrance_world fragrance_world fragrance_world leather leather warm_spicy warm_spicy ozonic ozonic suede licorice sicilian_mandarin violet_leaf rum coriander cumin bourbon_vanilla
67,Parfum MB Individuel EDT 75 ml Product,Montblanc,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/94ff3501b878483a803c4cb21f7f7c45~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-mb-individuel-edt-75-ml-product-1729590356519389161,510000,5.0,100.0,Pria,2003.0,montblanc montblanc montblanc sweet sweet aromatic aromatic fruity fruity rosemary pineapple coriander cinnamon lavender juniper_berries mint bergamot cardamom orange_blossom violet jasmine geranium sandalwood amber patchouli musk raspberry vanilla dark_chocolate
68,Parfum Le Male Le Parfum for Men EDP 125 ml,Jean Paul Gaultier,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/0ccdb9362115430f8c98b6d078bff30a~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-le-male-le-parfum-for-men-edp-125-ml-1731424193837565929,1600000,4.9,250.0,Pria,2020.0,jean_paul_gaultier jean_paul_gaultier jean_paul_gaultier warm_spicy warm_spicy vanilla vanilla aromatic aromatic cardamom lavender iris vanilla oriental_notes woodsy_notes
69,Parfum Zimaya Tiramisu Caramel for Unisex EDP 100 ml,Zimaya,https://images.tokopedia.net/img/cache/200-square/o3syd0/1997/1/1/261d9e2be1b64ada846fa86dafb2306f~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/zimaya-tiramisu-caramel-for-unisex-edp-100-ml-1730759519384798879,315000,4.9,500.0,Unisex,,zimaya zimaya zimaya sweet sweet caramel caramel gourmand gourmand caramel black_pepper clary_sage tonka_bean tobacco vanilla vetiver musk
70,Parfum Armaf Club de Nuit Imperiale for Women EDP 105 ml,Armaf,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/6eb372d6e85e412aacfd59df20252d46~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-armaf-club-de-nuit-imperiale-for-women-edp-105-ml-1729658724364946409,710000,5.0,250.0,Wanita,2022.0,armaf armaf armaf rose rose vanilla vanilla fruity fruity lychee bergamot nutmeg turkish_rose vanilla musk peony cedar vetiver cashmeran incense
71,Parfum Zimaya by Afnan Oud is Great for Unisex Extrait De Parfum 100 ml,Zimaya,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/ac10754a73f84384a007da96300a1b4a~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-zimaya-by-afnan-oud-is-great-for-unisex-extrait-de-parfum-100-ml-1730273336896751593,245000,5.0,100.0,Unisex,,zimaya zimaya zimaya oud oud warm_spicy warm_spicy fresh_spicy fresh_spicy saffron nutmeg lavender agarwood_oud patchouli agarwood_oud patchouli musk
72,Parfum Aigner Debut for Women EDP 100 ml Product,Etienne Aigner,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/10fba76ab98b4171afb073a946e4150f~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-aigner-debut-for-women-edp-100-ml-product-1729590343207127017,565000,5.0,250.0,Wanita,2013.0,etienne_aigner etienne_aigner etienne_aigner citrus citrus white_floral white_floral woody woody bergamot grapefruit green_apple petitgrain orange_blossom jasmine water_lily sunflower patchouli cedar vanilla white_musk
73,Terre D H for Men EDT 100ml Product,Hermes,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/5318c2e1212e445bb72b97fb864b68a5~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/terre-d-h-for-men-edt-100ml-product-1731424189797533673,1450000,5.0,100.0,Pria,2006.0,hermes hermes hermes citrus citrus woody woody earthy earthy orange grapefruit pepper pelargonium vetiver cedar patchouli benzoin
74,Parfum Lattafa Khamrah Qahwa for Unisex EDP 100 ml,Lattafa,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/b1c3c65a343a4c5b88e0ac581a705d5e~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/lattafa-khamrah-qahwa-for-unisex-edp-100-ml,450000,5.0,250.0,Unisex,2023.0,lattafa lattafa lattafa sweet sweet coffee coffee warm_spicy warm_spicy ginger cinnamon cardamom praline candied_fruits coffee white_flowers vanilla tonka_bean benzoin musk
75,Parfum SF Uomo for Men EDT 100 ml Product,Salvatore Ferragamo,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/57a26ada4a9441d4b2b65a02ec25cf87~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-sf-uomo-for-men-edt-100-ml-product-1731424234463070185,675000,4.9,100.0,Pria,2016.0,salvatore_ferragamo salvatore_ferragamo salvatore_ferragamo sweet sweet warm_spicy warm_spicy gourmand gourmand cardamom black_pepper bergamot sweet_notes ambroxan orange_blossom tonka_bean sandalwood cashmere_wood
76,Parfum Eros Flame for Men EDP 100 ml Product,Versace,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/11/3/be458363-8736-46c0-ac8d-f53a25a2019f.jpg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-eros-flame-for-men-edp-100-ml-product-1731424230222628841,1100000,5.0,100.0,Pria,2018.0,versace versace versace citrus citrus vanilla vanilla spicy spicy mandarin_orange black_pepper chinotto rosemary pepper geranium rose vanilla tonka_bean sandalwood texas_cedar
77,Parfum Fragrance World Suave for Men EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/o3syd0/1997/1/1/46cbd7e483a34dc292d71d6e7f69b121~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-suave-for-men-edp-100-ml-1730794486878734313,225000,5.0,100.0,Pria,,fragrance_world fragrance_world fragrance_world fresh_spicy fresh_spicy aromatic aromatic woody woody pepper calabrian_bergamot lavender sichuan_pepper pink_pepper vetiver cedar labdanum ambroxan
78,Parfum La Rive Brave for Men EDT 100ml,La Rive,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4278bb46513444b49c67f3aea1e58465~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-la-rive-brave-for-men-edt-100ml-1729634009881021417,165000,4.9,100.0,Pria,,la_rive la_rive la_rive aquatic aquatic citrus citrus marine marine grapefruit mandarin marine_accord bay_leaf jasmine guaiac_wood oakmoss patchouli ambergris
79,Parfum Aigner No. 1 Oud for Men EDP 100 ml,Etienne Aigner,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/11b01b9f28b742b781459505bda6f23f~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/aigner-no-1-oud-for-men-edp-100-ml,565000,4.9,100.0,Pria,2014.0,etienne_aigner etienne_aigner etienne_aigner oud oud warm_spicy warm_spicy leather leather cinnamon nutmeg coriander rose violet cloves jasmine agarwood_oud leather saffron cashmeran
80,Parfum Fragrance World Barakkat Satin Oud for Unisex EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/b7dae05e3fd24e079ec6760ef2db526f~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-barakkat-satin-oud-for-unisex-edp-100-ml-1729628672611421161,225000,4.9,250.0,Unisex,,fragrance_world fragrance_world fragrance_world rose rose oud oud vanilla vanilla violet bulgarian_rose turkish_rose laotian_oud agarwood vanilla benzoin amber
81,Parfum Bentley Silverlake for Men EDP 100 ml Product,Bentley,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/75dc3a8afc804d848d1f5a90054a4664~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-bentley-silverlake-for-men-edp-100-ml-product-1729759607818848233,500000,4.9,100.0,Pria,2020.0,bentley bentley bentley aromatic aromatic citrus citrus aquatic aquatic lemon mint violet_leaf pink_pepper lavender white_musk amberwood
82,Parfum La Rive Donna for Women EDP 90ml,La Rive,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/8b6e4f617efa45418e9214deae2f891b~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-la-rive-donna-for-women-edp-90ml-1729706788494149609,165000,5.0,100.0,Wanita,,la_rive la_rive la_rive citrus citrus woody woody floral floral lemon hyacinth apple jasmine bamboo cedarwood musk amber
83,Parfum Lalique White for Men EDT 125 ml Product,Lalique,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/adfea97103b149c0bd91aac71b2ae922~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/lalique-white-for-men-edt-125-ml-product,455000,4.9,100.0,Pria,2008.0,lalique lalique lalique citrus citrus aromatic aromatic fresh_spicy fresh_spicy tamarind lemon_leaf bergamot elemi nutmeg white_pepper violet cardamom cedar musk amber oakmoss
84,Parfum Fragrance World Barakkat Rouge 540 Extrait for Unisex EDP 100ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/1e1a06dd502549be85e0c7d9dd54fc02~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-barakkat-rouge-540-extrait-for-unisex-edp-100ml-1729628690247289833,225000,4.9,100.0,Unisex,,fragrance_world fragrance_world fragrance_world amber amber almond almond woody woody bitter_almond saffron egyptian_jasmine cedar ambergris woody_notes musk
85,Parfum La Rive Miss Dream for Women EDP 100ml,La Rive,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/b8d17bc8729e41eeac9c13fc9be58d88~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-la-rive-miss-dream-for-women-edp-100ml-1729632948108889065,165000,5.0,100.0,Wanita,,la_rive la_rive la_rive sweet sweet vanilla vanilla fruity fruity black_currant exotic_fruits bergamot milk jasmine sandalwood magnolia rose tonka_bean vanilla
86,Parfum Rasasi Diamonte Celestial for Women EDP 100 ml,Rasasi,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/e863e1356d434099b45263580cf095e4~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-rasasi-diamonte-celestial-for-women-edp-100-ml-1730957916594014185,260000,4.9,100.0,Wanita,2022.0,rasasi rasasi rasasi fruity fruity floral floral sweet sweet bergamot pear rose jasmine marjoram nutmeg vanilla amber musk vetiver cedar
87,Parfum Fragrance World Jack of Clubs for Men EDP 80 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/0120387054da4348a793b5c59d0a7ebe~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-jack-of-clubs-for-men-edp-80-ml-1729674564361948137,360000,4.9,250.0,Pria,,fragrance_world fragrance_world fragrance_world aromatic aromatic fresh_spicy fresh_spicy warm_spicy warm_spicy cardamom ginger bergamot lavender geranium cedar vetiver
88,Parfum Linn Young Club 420 Exclusive Men Black for Men EDT 100 ml,Linn Young,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/6f7168e92f254e24b6e2414dc06376ea~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/linn-young-club-420-exclusive-men-black-for-men-edt-100-ml,145000,5.0,100.0,Pria,,linn_young linn_young linn_young aromatic aromatic vanilla vanilla soft_spicy soft_spicy absinthe anise fennel lavender musk black_vanilla_husk
89,Parfum 1981 Los Angeles for Men EDT 100 ml Product,Guess,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/f90078ea02124126af69a1857483ade8~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-1981-los-angeles-for-men-edt-100-ml-product-1731424233406498793,395000,4.9,100.0,Pria,2019.0,guess guess guess amber amber tobacco tobacco spicy spicy plum black_pepper bergamot mint ginger geranium tobacco amber sandalwood vetiver
90,Parfum Khadlaj Shiyaaka for Men EDP 100 ml,Khadlaj,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/8e920a0731804aaf9ea3287f07c0714d~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/khadlaj-shiyaaka-for-men-edp-100-ml,245000,4.9,250.0,Pria,,khadlaj khadlaj khadlaj aromatic aromatic woody woody floral floral petitgrain rosemary pepper neroli orris_root jasmine cedarwood vetiver patchouli
91,Parfum French Avenue Francique Silver 107.9 for Unisex EDP 100 ml,French Avenue,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/d238b344e558446bbdf159ae10d60add~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-french-avenue-francique-silver-107-9-for-unisex-edp-100-ml-1729688471514745833,360000,5.0,100.0,Unisex,,french_avenue french_avenue french_avenue woody woody aromatic aromatic powdery powdery cardamom fig black_tea iris vetiver cistus sandalwood tonka_bean
92,Parfum Rue Broca by Afnan Hooked Pour Femme for Women EDP 100 ml,Rue Broca,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/2f7a67af94b4485bae186495af040c94~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-rue-broca-by-afnan-hooked-pour-femme-for-women-edp-100-ml-1729732823572515817,260000,4.9,250.0,Wanita,,rue_broca rue_broca rue_broca fruity fruity sweet sweet floral floral bergamot pink_pepper blackberry rose jasmine cypress musk vanilla amber
93,Parfum Fragrance World Midori for Men EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/a0d8ef98133548d29cf9ee5985314acd~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/fragrance-world-midori-for-men-edp-100-ml,235000,4.9,250.0,Pria,,fragrance_world fragrance_world fragrance_world fresh fresh fruity fruity woody woody green_apple bergamot mandarin cashmere_wood petitgrain cedar pomarose violet oakmoss musk amberwood
94,Parfum Fragrance World La Uno Million Le Parfum for Men EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/fc00322f67c44671a77d731041129efc~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-la-uno-million-le-parfum-for-men-edp-100-ml-1729564024153802729,225000,5.0,100.0,Pria,,fragrance_world fragrance_world fragrance_world white_floral white_floral leather leather salty salty tuberose salt solar_notes leather amber pine labdanum
95,Parfum F Black for Men EDT 100ml Product,Salvatore Ferragamo,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/8489304ee80649e0bd30b13fc8bb3aed~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-f-black-for-men-edt-100ml-product-1730273338361874409,550000,4.9,100.0,Pria,2009.0,salvatore_ferragamo salvatore_ferragamo salvatore_ferragamo fresh_spicy fresh_spicy aromatic aromatic lavender lavender lavender apple black_pepper coriander tonka_bean labdanum
96,Parfum CK All for Women and Men EDT 200 ml Product,Calvin Klein,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/8287af537c1b42b98a5d2d1706e716bb~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-ck-all-for-women-and-men-edt-200-ml-product-1731424205381666793,575000,5.0,100.0,Unisex,2017.0,calvin_klein calvin_klein calvin_klein citrus citrus white_floral white_floral fresh fresh mandarin_orange bergamot grapefruit_blossom jasmine lily rhubarb freesia amber musk vetiver
97,Parfum La Rive Queen of Life for Women EDP 75 ml Product,La Rive,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/918c1f0237144849ab9349b29c439831~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-la-rive-queen-of-life-for-women-edp-75-ml-product-1729633975440542697,165000,4.9,100.0,Wanita,,la_rive la_rive la_rive sweet sweet vanilla vanilla fruity fruity black_currant pear iris jasmine orange_blossom praline vanilla patchouli tonka_bean
98,Parfum Fragrance World Proud of You Intense for Men EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/o3syd0/1997/1/1/07c893c34d50465e8294da47e8da5c26~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-proud-of-you-intense-for-men-edp-100-ml-1731947877446551529,235000,4.9,250.0,Pria,,fragrance_world fragrance_world fragrance_world sweet sweet warm_spicy warm_spicy amber amber pink_pepper juniper violet toffee cinnamon lavender sage vanilla tonka_bean amber suede
99,Parfum Geparlys Cedre Bleu Collection Privee for Unisex EDP 100 ml,Geparlys,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/d34b82382abc41779251a79e518967ba~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-geparlys-cedre-bleu-collection-privee-for-unisex-edp-100-ml-1729633766967053289,425000,5.0,100.0,Unisex,,geparlys geparlys geparlys woody woody citrus citrus aromatic aromatic bergamot grapefruit cedar woody_notes geranium musk amber moss
100,Parfum Afnan Supremacy Silver For Men EDP 150 ml,Afnan,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/043f483da199423a8bfac8781958f5ae~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-afnan-supremacy-silver-for-men-edp-150-ml-1729930419191712745,590000,4.9,250.0,Pria,2013.0,afnan afnan afnan fruity fruity woody woody leather leather pineapple black_currant bergamot apple birch patchouli moroccan_jasmine rose musk oakmoss ambergris vanilla
101,Parfum Jaguar Classic Red for Men EDT 100 ml Product,Jaguar,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/3298811a4aec41e194b5cfb5b033e1f4~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-jaguar-classic-red-for-men-edt-100-ml-product-1729585003467147241,270000,5.0,100.0,Pria,2013.0,jaguar jaguar jaguar sweet sweet fruity fruity woody woody raspberry blueberry bergamot jasmine black_pepper ozonic_notes tonka_bean amber vanilla cedar patchouli
102,Parfum Lattafa Suqraat for Men EDP 100 ml,Lattafa,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/d05d6399472c46cca448dbbc94aa7047~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-lattafa-suqraat-for-men-edp-100-ml-1729657068043144169,285000,5.0,100.0,Pria,,lattafa lattafa lattafa aromatic aromatic aquatic aquatic fresh_spicy fresh_spicy bergamot ginger violet_leaf lavender sandalwood amber musk
103,Parfum London for Men EDT 100 ml Product,Burberry,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/014825e83f134305abbd4d3ec613854e~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-london-for-men-edt-100-ml-product-1731424227703949289,685000,4.9,100.0,Pria,2006.0,burberry burberry burberry tobacco tobacco sweet sweet warm_spicy warm_spicy cinnamon lavender bergamot leather mimosa tobacco_leaf guaiac_wood oakmoss opoponax
104,Parfum Jeanne Arthes Boum for Women EDP 100ml,Jeanne Arthes,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/1f2d6097601a439fa10803a082d7eb10~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-jeanne-arthes-boum-for-women-edp-100ml-1729634011827964905,135000,5.0,100.0,Wanita,,jeanne_arthes jeanne_arthes jeanne_arthes sweet sweet fruity fruity floral floral sugar strawberry black_currant raspberry rose peony white_musk cedar vanilla
105,Parfum Fragrance World Legion for Unisex EDP 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/a46f51f28def46f9b2636909620f3484~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-legion-for-unisex-edp-100-ml-1729643599097924585,235000,4.9,250.0,Unisex,,fragrance_world fragrance_world fragrance_world warm_spicy warm_spicy sweet sweet cinnamon cinnamon cinnamon honey osmanthus benzoin labdanum ambergris artemisia patchouli musk vanilla tonka_bean
106,Parfum Fragrance World Des Tentations Flame for Men Extrait De Parfum 100 ml,Fragrance World,https://images.tokopedia.net/img/cache/200-square/o3syd0/1997/1/1/0b67a2265d3f48038b147d2a26f2da54~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-fragrance-world-des-tentations-flame-for-men-extrait-de-parfum-100-ml-1732097414335465449,260000,4.9,250.0,Pria,,fragrance_world fragrance_world fragrance_world citrus citrus vanilla vanilla spicy spicy mandarin_orange black_pepper rosemary pepper geranium rose vanilla tonka_bean sandalwood oakmoss
107,Parfum Jaguar Classic Black Men EDT 100 ml Product,Jaguar,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/c2b1973b0bcd4fd09596354e3c385494~.jpeg.webp?ect=4g,https://www.tokopedia.com/gpi-lndonesia/parfum-jaguar-classic-black-men-edt-100-ml-product-1729585002590734313,270000,4.9,100.0,Pria,2009.0,jaguar jaguar jaguar aromatic aromatic green green fresh_spicy fresh_spicy green_apple mandarin_orange bitter_orange tea sea_water geranium nutmeg cardamom tonka_bean virginia_cedar sandalwood musk vetiver
